Particle ID,Volume (µm³),Equivalent Diameter (µm),Major Axis Length (µm),Minor Axis Length (µm),Aspect Ratio
1377,4152720.0,199.42426912105967,234.50150973074344,180.49752565773645,1.2991951489429865
1378,159545639.0,672.9179375070242,934.7533638777822,516.2182196565068,1.810771740098151
1379,56580810.0,476.31052629966223,704.3556517061244,358.48874389952687,1.9647915414145698
1380,23204654.0,353.8822867209365,423.33117334658374,283.6515439190872,1.492433876782778
1381,186788547.0,709.224735222133,931.9376517132264,503.64227654268217,1.8503959955677936
1382,71107344.0,514.0104458868553,702.6628523334016,394.4067374684538,1.781569089928651
1383,12314412.0,286.50905513419355,323.81725065091763,260.90380301575874,1.2411365679915325
1384,2470336.0,167.7203660891177,262.8779718061883,118.09252257044075,2.2260340120127826
1385,11884499.0,283.13534355483995,354.4990041210735,230.51914910966943,1.5378288766475563
1386,6009465.0,225.56881737347948,299.02997035308323,179.76699959499427,1.663430835619342
1387,37089646.0,413.76271726694847,558.2957193681478,307.23030116934245,1.8171896367097609
1388,11404008.0,279.26700684782594,359.4376911004806,214.27086162850185,1.6774921628105732
1389,98052108.0,572.1186486978589,660.0770159986541,466.74196235918953,1.4142225667095263
1390,1342979.0,136.88531713275214,170.7313634435891,121.7943861583666,1.401799941924998
1391,10838333.0,274.57097294945373,330.480265781915,240.48245153445941,1.3742385927671714
1392,11230978.0,277.84738778515276,339.1320052927971,235.03208329462606,1.4429179222637272
1393,5020532.0,212.4468873360346,250.2369657083317,183.5852813479622,1.3630557083388393
1394,8061867.0,248.77820824390395,304.42152795223274,220.40616224394466,1.3811842865595572
1395,125832740.0,621.7250181869969,876.7069409461569,454.0474357895738,1.930870811816373
1396,8944320.0,257.54289234102043,330.0168621737119,200.82207679134748,1.6433295952645524
1397,35073181.0,406.1241774243616,504.36042790443145,282.49268864513175,1.7853928550271638
1398,3866555.0,194.7340322457098,277.2188425594158,151.2177128581031,1.8332431916858
1399,9584531.0,263.5465981290085,337.7908959368489,199.1963696660666,1.6957683340470642
1400,91825690.0,559.7428130198341,809.1826670416248,444.1150387100048,1.822011408107257
1401,24272116.0,359.22757969514544,435.6336401065473,336.20233677398545,1.2957484004622053
1402,182836808.0,704.1875396678805,1012.182681075236,547.8931329410653,1.8474089566370098
1403,29952824.0,385.3124578554802,469.97617245730186,332.5961241466896,1.413053665802857
1404,7203372.0,239.61412023098686,345.09124189021344,146.65477144739756,2.353085675183719
1405,11265584.0,278.1324721241419,323.63353787251583,246.06515916867664,1.3152351148204058
1406,20072811.0,337.18625103475887,446.0396747511528,234.45158645095603,1.902480940748328
1407,8324074.0,251.44660141954012,365.66003047728105,173.4615207948087,2.1080181287573745
1408,9342289.0,261.3073096147606,414.9369618330685,198.27924286981408,2.0926898641907123
1409,8338715.0,251.59393606229938,310.6615827072417,200.09066656913095,1.5526040671162875
1410,52224447.0,463.75835038335373,692.5276331212831,368.9153207695456,1.8771994388216042
1411,11885830.0,283.14591303907986,370.0584555646585,205.30072998711063,1.8025189466588445
1412,113855071.0,601.3369890622855,995.759316983177,350.01777304640063,2.844882156458874
1413,12695078.0,289.4313589644545,387.5899957520138,225.3085423122362,1.720263207840941
1414,10678613.0,273.21554683711724,340.23697720954186,200.34959933854333,1.698216409380595
1415,14893890.0,305.2599578353354,391.03884747523824,247.1588910290574,1.5821354669748275
1416,273008065.0,804.8697738672826,948.5918056728704,710.9924254943082,1.3341799035529447
1417,15599320.0,310.00522586565734,382.02205971676267,262.14078358008896,1.4573163873985586
1418,12943975.0,291.3106402534907,369.7930734737305,229.7231658990868,1.6097334895522633
1419,3938429.0,195.93324570046192,234.329309979546,182.71273871104168,1.2825012182108189
1420,30606345.0,388.0946140661948,486.14750639093927,329.4337649627456,1.475706372860462
1421,33763477.0,401.00474727379907,511.7955881982308,335.99574712613844,1.5232204353053735
1422,87051393.0,549.8687444229641,855.1837559203734,364.37431513502054,2.3469924207019948
1423,228438199.0,758.4437352509242,950.3575027752897,644.0547711092025,1.4755849120387188
1424,12788248.0,290.13768567863355,417.57421253207974,193.03112294980855,2.1632481133141224
1425,5784526.0,222.71854721346094,294.2759783719838,176.62209857263744,1.6661334043144105
1426,128457472.0,626.0181376531051,774.934021310671,498.9414671545354,1.553156176274788
1427,18426364.0,327.70294269527744,413.73858662321487,282.8702502573839,1.4626443970221463
1428,139100148.0,642.8500123563767,733.0489661636201,580.9298458010462,1.2618545448509644
1429,6484632.0,231.36388643737956,319.3619687866448,180.197044428634,1.772293046199913
